section,type,part,subpart,title,effective_date,url,char_count
52.223-8,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.223-8,0
52.223-9,clause,52,52.2,Estimate of Percentage of Recovered Material Content for EPA-Designated Items,May 2008,https://www.acquisition.gov/far/52.223-9,2174
52.223-10,clause,52,52.2,Waste Reduction Program,May 2024,https://www.acquisition.gov/far/52.223-10,1364
52.223-11,clause,52,52.2,Ozone-Depleting Substances and High Global Warming Potential Hydrofluorocarbons,May 2024,https://www.acquisition.gov/far/52.223-11,1925
52.223-12,clause,52,52.2,"Maintenance, Service, Repair, or Disposal of Refrigeration Equipment and Air Conditioners",May 2024,https://www.acquisition.gov/far/52.223-12,2219
52.223-13,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.223-13,0
52.223-14,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.223-14,0
52.223-15,clause,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.223-15,0
52.223-16,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.223-16,0
52.223-17,clause,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.223-17,0
52.223-18,clause,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.223-18,0
52.223-19,clause,52,52.2,Compliance with Environmental Management Systems,May 2011,https://www.acquisition.gov/far/52.223-19,483
52.223-20,clause,52,52.2,Aerosols,May 2024,https://www.acquisition.gov/far/52.223-20,1663
52.223-21,clause,52,52.2,Foams,May 2024,https://www.acquisition.gov/far/52.223-21,1658
52.223-22,provision,52,52.2,Public Disclosure of Greenhouse Gas Emissions and Reduction Goals-Representation,Dec 2016,https://www.acquisition.gov/far/52.223-22,1671
52.223-23,clause,52,52.2,Sustainable Products and Services,May 2024,https://www.acquisition.gov/far/52.223-23,4640
52.224,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.224,0
52.224-1,clause,52,52.2,Privacy Act Notification,,https://www.acquisition.gov/far/52.224-1,590
52.224-2,clause,52,52.2,Privacy Act,,https://www.acquisition.gov/far/52.224-2,2797
52.224-3,clause,52,52.2,Privacy Training,Jan 2017,https://www.acquisition.gov/far/52.224-3,3729
52.225,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.225,0
52.225-1,clause,52,52.2,Buy American-Supplies,Oct 2022,https://www.acquisition.gov/far/52.225-1,6423
52.225-2,provision,52,52.2,Buy American Certificate,Oct 2022,https://www.acquisition.gov/far/52.225-2,1740
52.225-3,clause,52,52.2,Buy American-Free Trade Agreements-Israeli Trade Act,Nov 2023,https://www.acquisition.gov/far/52.225-3,13089
52.225-4,provision,52,52.2,Buy American-Free Trade Agreements-Israeli Trade Act Certificate,,https://www.acquisition.gov/far/52.225-4,3838
52.225-5,clause,52,52.2,Trade Agreements,Nov 2023,https://www.acquisition.gov/far/52.225-5,7788
52.225-6,provision,52,52.2,Trade Agreements Certificate,Feb 2021,https://www.acquisition.gov/far/52.225-6,1273
52.225-7,provision,52,52.2,Waiver of Buy American Statute for Civil Aircraft and Related Articles,Feb 2016,https://www.acquisition.gov/far/52.225-7,2122
52.225-8,clause,52,52.2,Duty-Free Entry,Oct 2025,https://www.acquisition.gov/far/52.225-8,4871
52.225-9,clause,52,52.2,Buy American-Construction Materials,Oct 2022,https://www.acquisition.gov/far/52.225-9,13367
52.225-10,provision,52,52.2,Notice of Buy American Requirement-Construction Materials,May 2014,https://www.acquisition.gov/far/52.225-10,3588
52.225-11,clause,52,52.2,Buy American-Construction Materials under Trade Agreements,Nov 2023,https://www.acquisition.gov/far/52.225-11,19218
52.225-12,provision,52,52.2,Notice of Buy American Requirement-Construction Materials Under Trade Agreements,May 2014,https://www.acquisition.gov/far/52.225-12,5439
52.225-13,clause,52,52.2,Restrictions on Certain Foreign Purchases,Feb 2021,https://www.acquisition.gov/far/52.225-13,1405
52.225-14,clause,52,52.2,Inconsistency between English Version and Translation of Contract,Feb 2000,https://www.acquisition.gov/far/52.225-14,305
52.225-15,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.225-15,0
52.225-16,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.225-16,0
52.225-17,provision,52,52.2,Evaluation of Foreign Currency Offers,Feb 2000,https://www.acquisition.gov/far/52.225-17,680
52.225-18,clause,52,52.2,Place of Manufacture,Aug 2018,https://www.acquisition.gov/far/52.225-18,1503
52.225-19,clause,52,52.2,Contractor Personnel in a Designated Operational Area or Supporting a Diplomatic or Consular Mission Outside the United States,May 2020,https://www.acquisition.gov/far/52.225-19,14557
52.225-20,provision,52,52.2,Prohibition on Conducting Restricted Business Operations in Sudan-Certification,Aug 2009,https://www.acquisition.gov/far/52.225-20,2181
52.225-21,clause,52,52.2,"Required Use of American Iron, Steel, and Manufactured Goods-Buy American Statute-Construction Materials",Jan 2021,https://www.acquisition.gov/far/52.225-21,7823
52.225-22,provision,52,52.2,"Notice of Required Use of American Iron, Steel, and Manufactured Goods-Buy American Statute-Construction Materials",Jan 2021,https://www.acquisition.gov/far/52.225-22,4725
52.225-23,clause,52,52.2,"Required Use of American Iron, Steel, and Manufactured Goods-Buy American Statute-Construction Materials under Trade Agreements",Nov 2023,https://www.acquisition.gov/far/52.225-23,15778
52.225-24,provision,52,52.2,"Notice of Required Use of American Iron, Steel, and Manufactured Goods-Buy American Statute-Construction Materials Under Trade Agreements",,https://www.acquisition.gov/far/52.225-24,6641
52.225-25,provision,52,52.2,Prohibition on Contracting With Entities Engaging in Certain Activities or Transactions Relating to Iran—Representation and Certifications,,https://www.acquisition.gov/far/52.225-25,3498
52.225-26,clause,52,52.2,Contractors Performing Private Security Functions Outside the United States,Oct 2016,https://www.acquisition.gov/far/52.225-26,7348
52.226,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.226,0
52.226-1,clause,52,52.2,Utilization of Indian Organizations and Indian-Owned Economic Enterprises,June 2000,https://www.acquisition.gov/far/52.226-1,3824
52.226-2,provision,52,52.2,Historically Black College or University and Minority Institution Representation,Oct 2014,https://www.acquisition.gov/far/52.226-2,791
52.226-3,provision,52,52.2,Disaster or Emergency Area Representation,Nov 2007,https://www.acquisition.gov/far/52.226-3,2089
52.226-4,clause,52,52.2,Notice of Disaster or Emergency Area Set-Aside,Nov 2007,https://www.acquisition.gov/far/52.226-4,512
52.226-5,clause,52,52.2,Restrictions on Subcontracting Outside Disaster or Emergency Area,Nov 2007,https://www.acquisition.gov/far/52.226-5,1735
52.226-6,clause,52,52.2,Promoting Excess Food Donation to Nonprofit Organizations,Jun 2020,https://www.acquisition.gov/far/52.226-6,2421
52.226-7,clause,52,52.2,Drug-Free Workplace,May 2024,https://www.acquisition.gov/far/52.226-7,4514
52.226-8,clause,52,52.2,Encouraging Contractor Policies to Ban Text Messaging While Driving,,https://www.acquisition.gov/far/52.226-8,2289
52.227,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.227,0
52.227-1,clause,52,52.2,Authorization and Consent,Jun 2020,https://www.acquisition.gov/far/52.227-1,2947
52.227-2,clause,52,52.2,Notice and Assistance Regarding Patent and Copyright Infringement,Jun 2020,https://www.acquisition.gov/far/52.227-2,1265
52.227-3,clause,52,52.2,Patent Indemnity,Apr 1984,https://www.acquisition.gov/far/52.227-3,3053
52.227-4,clause,52,52.2,Patent Indemnity-Construction Contracts,Dec 2007,https://www.acquisition.gov/far/52.227-4,1019
52.227-5,clause,52,52.2,Waiver of Indemnity,Apr 1984,https://www.acquisition.gov/far/52.227-5,582
52.227-6,provision,52,52.2,Royalty Information,Apr 1984,https://www.acquisition.gov/far/52.227-6,1524
52.227-7,provision,52,52.2,Patents-Notice of Government Licensee,Apr 1984,https://www.acquisition.gov/far/52.227-7,671
52.227-8,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.227-8,0
52.227-9,clause,52,52.2,Refund of Royalties,Apr 1984,https://www.acquisition.gov/far/52.227-9,2102
52.227-10,clause,52,52.2,Filing of Patent Applications-Classified Subject Matter,Dec 2007,https://www.acquisition.gov/far/52.227-10,2782
52.227-11,clause,52,52.2,Patent Rights-Ownership by the Contractor,May 2014,https://www.acquisition.gov/far/52.227-11,18982
52.227-12,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.227-12,0
52.227-13,clause,52,52.2,Patent Rights-Ownership by the Government,Dec 2007,https://www.acquisition.gov/far/52.227-13,16924
52.227-14,clause,52,52.2,Rights in Data-General,May 2014,https://www.acquisition.gov/far/52.227-14,21785
52.227-15,provision,52,52.2,Representation of Limited Rights Data and Restricted Computer Software,Dec 2007,https://www.acquisition.gov/far/52.227-15,1941
52.227-16,clause,52,52.2,Additional Data Requirements,June 1987,https://www.acquisition.gov/far/52.227-16,1409
52.227-17,clause,52,52.2,Rights in Data-Special Works,Dec 2007,https://www.acquisition.gov/far/52.227-17,4717
52.227-18,clause,52,52.2,Rights in Data-Existing Works,Dec 2007,https://www.acquisition.gov/far/52.227-18,1556
52.227-19,clause,52,52.2,Commercial Computer Software License,Dec 2007,https://www.acquisition.gov/far/52.227-19,2286
52.227-20,clause,52,52.2,Rights in Data-SBIR Program,May 2014,https://www.acquisition.gov/far/52.227-20,10944
52.227-21,clause,52,52.2,"Technical Data Declaration, Revision, and Withholding of Payment-Major Systems",May 2014,https://www.acquisition.gov/far/52.227-21,3362
52.227-22,clause,52,52.2,Major System-Minimum Rights,June 1987,https://www.acquisition.gov/far/52.227-22,673
52.227-23,clause,52,52.2,Rights to Proposal Data (Technical),June 1987,https://www.acquisition.gov/far/52.227-23,525
52.228,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.228,0
52.228-1,clause,52,52.2,Bid Guarantee,Sept 1996,https://www.acquisition.gov/far/52.228-1,1593
52.228-2,clause,52,52.2,Additional Bond Security,Oct 1997,https://www.acquisition.gov/far/52.228-2,1018
52.228-3,clause,52,52.2,Workers’ Compensation Insurance (Defense Base Act),Jul 2014,https://www.acquisition.gov/far/52.228-3,2702
52.228-4,clause,52,52.2,Workers’ Compensation and War-Hazard Insurance Overseas,Apr 1984,https://www.acquisition.gov/far/52.228-4,2497
52.228-5,clause,52,52.2,Insurance-Work on a Government Installation,Jan 1997,https://www.acquisition.gov/far/52.228-5,1408
52.228-6,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.228-6,0
52.228-7,clause,52,52.2,Insurance-Liability to Third Persons,Mar 1996,https://www.acquisition.gov/far/52.228-7,4720
52.228-8,clause,52,52.2,Liability and Insurance-Leased Motor Vehicles,May 1999,https://www.acquisition.gov/far/52.228-8,2025
52.228-9,clause,52,52.2,Cargo Insurance,May 1999,https://www.acquisition.gov/far/52.228-9,1329
52.228-10,clause,52,52.2,Vehicular and General Public Liability Insurance,,https://www.acquisition.gov/far/52.228-10,941
52.228-11,clause,52,52.2,Individual Surety—Pledge of Assets,Feb 2021,https://www.acquisition.gov/far/52.228-11,2717
52.228-12,clause,52,52.2,Prospective Subcontractor Requests for Bonds,Dec 2022,https://www.acquisition.gov/far/52.228-12,610
52.228-13,clause,52,52.2,Alternative Payment Protections,July 2000,https://www.acquisition.gov/far/52.228-13,1139
52.228-14,clause,52,52.2,Irrevocable Letter of Credit,Nov 2014,https://www.acquisition.gov/far/52.228-14,10097
52.228-15,clause,52,52.2,Performance and Payment Bonds-Construction,Jun 2020,https://www.acquisition.gov/far/52.228-15,2981
52.228-16,section,52,52.2,Performance and Payment Bonds-Other Than Construction,Nov 2006,https://www.acquisition.gov/far/52.228-16,2621
52.228-17,clause,52,52.2,Individual Surety—Pledge of Assets (Bid Guarantee),Feb 2021,https://www.acquisition.gov/far/52.228-17,905
52.229,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.229,0
52.229-1,clause,52,52.2,State and Local Taxes,Apr 1984,https://www.acquisition.gov/far/52.229-1,587
52.229-2,clause,52,52.2,North Carolina State and Local Sales and Use Tax,Apr 1984,https://www.acquisition.gov/far/52.229-2,3867
52.229-3,clause,52,52.2,"Federal, State, and Local Taxes",Feb 2013,https://www.acquisition.gov/far/52.229-3,3303
52.229-4,clause,52,52.2,"Federal, State, and Local Taxes (State and Local Adjustments)",Feb 2013,https://www.acquisition.gov/far/52.229-4,4756
52.229-5,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.229-5,0
52.229-6,clause,52,52.2,Taxes-Foreign Fixed-Price Contracts,Feb 2013,https://www.acquisition.gov/far/52.229-6,6215
52.229-7,clause,52,52.2,Taxes-Fixed-Price Contracts with Foreign Governments,Feb 2013,https://www.acquisition.gov/far/52.229-7,1511
52.229-8,clause,52,52.2,Taxes-Foreign Cost-Reimbursement Contracts,Mar 1990,https://www.acquisition.gov/far/52.229-8,917
52.229-9,clause,52,52.2,Taxes-Cost-Reimbursement Contracts with Foreign Governments,Mar 1990,https://www.acquisition.gov/far/52.229-9,889
52.229-10,clause,52,52.2,State of New Mexico Gross Receipts and Compensating Tax,Apr 2003,https://www.acquisition.gov/far/52.229-10,3536
52.229-11,provision,52,52.2,Tax on Certain Foreign Procurements—Notice and Representation,Jun 2020,https://www.acquisition.gov/far/52.229-11,3784
52.229-12,clause,52,52.2,Tax on Certain Foreign Procurements,Feb 2021,https://www.acquisition.gov/far/52.229-12,4325
52.229-13,clause,52,52.2,Taxes—Foreign Contracts in Afghanistan,Nov 2021,https://www.acquisition.gov/far/52.229-13,2077
52.229-14,clause,52,52.2,Taxes—Foreign Contracts in Afghanistan (North Atlantic Treaty Organization Status of Forces Agreement),Nov 2021,https://www.acquisition.gov/far/52.229-14,2036
52.230,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.230,0
52.230-1,provision,52,52.2,Cost Accounting Standards Notices and Certification,Jun 2020,https://www.acquisition.gov/far/52.230-1,7974
52.230-2,clause,52,52.2,Cost Accounting Standards,Jun 2020,https://www.acquisition.gov/far/52.230-2,5907
52.230-3,clause,52,52.2,Disclosure and Consistency of Cost Accounting Practices,Jun 2020,https://www.acquisition.gov/far/52.230-3,4102
52.230-4,clause,52,52.2,Disclosure and Consistency of Cost Accounting Practices-Foreign Concerns,Jun 2020,https://www.acquisition.gov/far/52.230-4,4071
52.230-5,clause,52,52.2,Cost Accounting Standards-Educational Institution,Jun 2020,https://www.acquisition.gov/far/52.230-5,6954
52.230-6,clause,52,52.2,Administration of Cost Accounting Standards,June 2010,https://www.acquisition.gov/far/52.230-6,19190
52.230-7,provision,52,52.2,Proposal Disclosure-Cost Accounting Practice Changes,Apr 2005,https://www.acquisition.gov/far/52.230-7,747
52.231,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.231,0
52.232,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.232,0
52.232-1,clause,52,52.2,Payments,,https://www.acquisition.gov/far/52.232-1,918
52.232-2,clause,52,52.2,Payments under Fixed-Price Research and Development Contracts,,https://www.acquisition.gov/far/52.232-2,742
52.232-3,clause,52,52.2,Payments under Personal Services Contracts,,https://www.acquisition.gov/far/52.232-3,966
52.232-4,clause,52,52.2,Payments under Transportation Contracts and Transportation-Related Services Contracts,,https://www.acquisition.gov/far/52.232-4,557
52.232-5,clause,52,52.2,Payments under Fixed-Price Construction Contracts,May 2014,https://www.acquisition.gov/far/52.232-5,7493
52.232-6,clause,52,52.2,Payment under Communication Service Contracts with Common Carriers,,https://www.acquisition.gov/far/52.232-6,645
52.232-7,clause,52,52.2,Payments under Time-and-Materials and Labor-Hour Contracts,Nov 2021,https://www.acquisition.gov/far/52.232-7,13334
52.232-8,clause,52,52.2,Discounts for Prompt Payment,Feb 2002,https://www.acquisition.gov/far/52.232-8,1348
52.232-9,clause,52,52.2,Limitation on Withholding of Payments,,https://www.acquisition.gov/far/52.232-9,1272
52.232-10,clause,52,52.2,Payments under Fixed-Price Architect-Engineer Contracts,Apr 2010,https://www.acquisition.gov/far/52.232-10,2667
52.232-11,clause,52,52.2,Extras,,https://www.acquisition.gov/far/52.232-11,518
52.232-12,clause,52,52.2,Advance Payments,May 2001,https://www.acquisition.gov/far/52.232-12,41106
52.232-13,clause,52,52.2,Notice of Progress Payments,Apr 1984,https://www.acquisition.gov/far/52.232-13,884
52.232-14,clause,52,52.2,Notice of Availability of Progress Payments Exclusively for Small Business Concerns,,https://www.acquisition.gov/far/52.232-14,643
52.232-15,clause,52,52.2,Progress Payments Not Included,,https://www.acquisition.gov/far/52.232-15,497
52.232-16,clause,52,52.2,Progress Payments,Nov 2021,https://www.acquisition.gov/far/52.232-16,20571
52.232-17,clause,52,52.2,Interest,May 2014,https://www.acquisition.gov/far/52.232-17,2653
52.232-18,clause,52,52.2,Availability of Funds,Apr 1984,https://www.acquisition.gov/far/52.232-18,592
52.232-19,clause,52,52.2,Availability of Funds for the Next Fiscal Year,Apr 1984,https://www.acquisition.gov/far/52.232-19,724
52.232-20,clause,52,52.2,Limitation of Cost,,https://www.acquisition.gov/far/52.232-20,3913
52.232-21,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.232-21,0
52.232-22,clause,52,52.2,Limitation of Funds,,https://www.acquisition.gov/far/52.232-22,6408
52.232-23,clause,52,52.2,Assignment of Claims,May 2014,https://www.acquisition.gov/far/52.232-23,1634
52.232-24,clause,52,52.2,Prohibition of Assignment of Claims,May 2014,https://www.acquisition.gov/far/52.232-24,257
52.232-25,clause,52,52.2,Prompt Payment,Jan 2017,https://www.acquisition.gov/far/52.232-25,13360
52.232-26,clause,52,52.2,Prompt Payment for Fixed-Price Architect-Engineer Contracts,Jan 2017,https://www.acquisition.gov/far/52.232-26,10441
52.232-27,clause,52,52.2,Prompt Payment for Construction Contracts,Jan 2017,https://www.acquisition.gov/far/52.232-27,20973
52.232-28,provision,52,52.2,Invitation to Propose Performance-Based Payments,Mar 2000,https://www.acquisition.gov/far/52.232-28,2949
52.232-29,clause,52,52.2,Terms for Financing of Purchases of Commercial Products and Commercial Services,Nov 2021,https://www.acquisition.gov/far/52.232-29,4112
52.232-30,clause,52,52.2,Installment Payments for Commercial Products and Commercial Services,Nov 2021,https://www.acquisition.gov/far/52.232-30,6405
52.232-31,provision,52,52.2,Invitation to Propose Financing Terms,Dec 2022,https://www.acquisition.gov/far/52.232-31,2402
52.232-32,clause,52,52.2,Performance-Based Payments,Apr 2012,https://www.acquisition.gov/far/52.232-32,12419
52.232-33,clause,52,52.2,Payment by Electronic Funds Transfer-System for Award Management,Oct 2018,https://www.acquisition.gov/far/52.232-33,5331
52.232-34,clause,52,52.2,Payment by Electronic Funds Transfer-Other than System for Award Management,Jul 2013,https://www.acquisition.gov/far/52.232-34,8413
52.232-35,clause,52,52.2,Designation of Office for Government Receipt of Electronic Funds Transfer Information,Jul 2013,https://www.acquisition.gov/far/52.232-35,1323
52.232-36,clause,52,52.2,Payment by Third Party,May 2014,https://www.acquisition.gov/far/52.232-36,3333
52.232-37,clause,52,52.2,Multiple Payment Arrangements,May 1999,https://www.acquisition.gov/far/52.232-37,450
52.232-38,provision,52,52.2,Submission of Electronic Funds Transfer Information with Offer,Jul 2013,https://www.acquisition.gov/far/52.232-38,1491
52.232-39,clause,52,52.2,Unenforceability of Unauthorized Obligations,Jun 2013,https://www.acquisition.gov/far/52.232-39,1464
52.232-40,clause,52,52.2,Providing Accelerated Payments to Small Business Subcontractors,Mar 2023,https://www.acquisition.gov/far/52.232-40,1153
52.233,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.233,0
52.233-1,clause,52,52.2,Disputes,May 2014,https://www.acquisition.gov/far/52.233-1,4565
52.233-2,provision,52,52.2,Service of Protest,Sept 2006,https://www.acquisition.gov/far/52.233-2,715
52.233-3,clause,52,52.2,Protest after Award,Aug 1996,https://www.acquisition.gov/far/52.233-3,3552
52.233-4,clause,52,52.2,Applicable Law for Breach of Contract Claim,Oct 2004,https://www.acquisition.gov/far/52.233-4,208
52.234,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.234,0
52.234-1,clause,52,52.2,"Industrial Resources Developed Under Title III, Defense Production Act",Sept 2016,https://www.acquisition.gov/far/52.234-1,1607
52.234-2,provision,52,52.2,Notice of Earned Value Management System-Preaward Integrated Baseline Review,Nov 2016,https://www.acquisition.gov/far/52.234-2,2443
52.234-3,provision,52,52.2,Notice of Earned Value Management System-Post Award Postaward Integrated Baseline Review,Nov 2016,https://www.acquisition.gov/far/52.234-3,1959
52.234-4,clause,52,52.2,Earned Value Management System,Nov 2016,https://www.acquisition.gov/far/52.234-4,2599
52.235,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.235,0
52.236,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.236,0
52.236-1,clause,52,52.2,Performance of Work by the Contractor,,https://www.acquisition.gov/far/52.236-1,817
52.236-2,clause,52,52.2,Differing Site Conditions,Apr 1984,https://www.acquisition.gov/far/52.236-2,1514
52.236-3,clause,52,52.2,Site Investigation and Conditions Affecting the Work,Apr 1984,https://www.acquisition.gov/far/52.236-3,2012
52.236-4,clause,52,52.2,Physical Data,,https://www.acquisition.gov/far/52.236-4,1348
52.236-5,clause,52,52.2,Material and Workmanship,Apr 1984,https://www.acquisition.gov/far/52.236-5,2109
52.236-6,clause,52,52.2,Superintendence by the Contractor,Apr 1984,https://www.acquisition.gov/far/52.236-6,417
52.236-7,clause,52,52.2,Permits and Responsibilities,Nov 1991,https://www.acquisition.gov/far/52.236-7,745
52.236-8,clause,52,52.2,Other Contracts,Apr 1984,https://www.acquisition.gov/far/52.236-8,660
52.236-9,clause,52,52.2,"Protection of Existing Vegetation, Structures, Equipment, Utilities, and Improvements",Apr 1984,https://www.acquisition.gov/far/52.236-9,1522
52.236-10,clause,52,52.2,Operations and Storage Areas,Apr 1984,https://www.acquisition.gov/far/52.236-10,1635
52.236-11,clause,52,52.2,Use and Possession Prior to Completion,Apr 1984,https://www.acquisition.gov/far/52.236-11,1331
52.236-12,clause,52,52.2,Cleaning Up,Apr 1984,https://www.acquisition.gov/far/52.236-12,552
52.236-13,clause,52,52.2,Accident Prevention,Nov 1991,https://www.acquisition.gov/far/52.236-13,3291
52.236-14,clause,52,52.2,Availability and Use of Utility Services,,https://www.acquisition.gov/far/52.236-14,1657
52.236-15,clause,52,52.2,Schedules for Construction Contracts,Apr 1984,https://www.acquisition.gov/far/52.236-15,2361
52.236-16,clause,52,52.2,Quantity Surveys,,https://www.acquisition.gov/far/52.236-16,2233
52.236-17,clause,52,52.2,Layout of Work,,https://www.acquisition.gov/far/52.236-17,1244
52.236-18,clause,52,52.2,Work Oversight in Cost-Reimbursement Construction Contracts,,https://www.acquisition.gov/far/52.236-18,410
52.236-19,clause,52,52.2,Organization and Direction of the Work,Apr 1984,https://www.acquisition.gov/far/52.236-19,1137
52.236-20,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.236-20,0
52.236-21,clause,52,52.2,Specifications and Drawings for Construction,Feb 1997,https://www.acquisition.gov/far/52.236-21,5277
52.236-22,clause,52,52.2,Design Within Funding Limitations,Apr 1984,https://www.acquisition.gov/far/52.236-22,2213
52.236-23,clause,52,52.2,Responsibility of the Architect-Engineer Contractor,Apr 1984,https://www.acquisition.gov/far/52.236-23,1312
52.236-24,clause,52,52.2,Work Oversight in Architect-Engineer Contracts,Apr 1984,https://www.acquisition.gov/far/52.236-24,315
52.236-25,clause,52,52.2,Requirements for Registration of Designers,June 2003,https://www.acquisition.gov/far/52.236-25,452
52.236-26,clause,52,52.2,Preconstruction Conference,Feb 1995,https://www.acquisition.gov/far/52.236-26,481
52.236-27,section,52,52.2,Site Visit (Construction),Feb 1995,https://www.acquisition.gov/far/52.236-27,1141
52.236-28,provision,52,52.2,Preparation of Proposals-Construction,Oct 1997,https://www.acquisition.gov/far/52.236-28,1051
52.237,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.237,0
52.237-1,provision,52,52.2,Site Visit,Apr 1984,https://www.acquisition.gov/far/52.237-1,480
52.237-2,clause,52,52.2,"Protection of Government Buildings, Equipment, and Vegetation",,https://www.acquisition.gov/far/52.237-2,792
52.237-3,clause,52,52.2,Continuity of Services,Jan 1991,https://www.acquisition.gov/far/52.237-3,2048
52.237-4,clause,52,52.2,Payment by Government to Contractor,,https://www.acquisition.gov/far/52.237-4,3269
52.237-5,clause,52,52.2,Payment by Contractor to Government,,https://www.acquisition.gov/far/52.237-5,2022
52.237-6,clause,52,52.2,Incremental Payment by Contractor to Government,,https://www.acquisition.gov/far/52.237-6,2156
52.237-7,clause,52,52.2,Indemnification and Medical Liability Insurance,Jan 1997,https://www.acquisition.gov/far/52.237-7,3594
52.237-8,provision,52,52.2,Restriction on Severance Payments to Foreign Nationals,Aug 2003,https://www.acquisition.gov/far/52.237-8,1450
52.237-9,clause,52,52.2,Waiver of Limitation on Severance Payments to Foreign Nationals,Dec 2022,https://www.acquisition.gov/far/52.237-9,415
52.237-10,provision,52,52.2,Identification of Uncompensated Overtime,Mar 2015,https://www.acquisition.gov/far/52.237-10,2216
52.238,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.238,0
52.239,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.239,0
52.239-1,clause,52,52.2,Privacy or Security Safeguards,Aug 1996,https://www.acquisition.gov/far/52.239-1,989
52.240,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.240,0
52.240-1,clause,52,52.2,Prohibition on Unmanned Aircraft Systems Manufactured or Assembled by American Security Drone Act-Covered Foreign Entities,Nov 2024,https://www.acquisition.gov/far/52.240-1,3005
52.241,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.241,0
52.241-1,clause,52,52.2,Electric Service Territory Compliance Representation,May 1999,https://www.acquisition.gov/far/52.241-1,877
52.241-2,clause,52,52.2,Order of Precedence-Utilities,Feb 1995,https://www.acquisition.gov/far/52.241-2,437
52.241-3,clause,52,52.2,Scope and Duration of Contract,Feb 1995,https://www.acquisition.gov/far/52.241-3,1380
52.241-4,clause,52,52.2,Change in Class of Service,Feb 1995,https://www.acquisition.gov/far/52.241-4,589
52.241-5,clause,52,52.2,Contractor’s Facilities,Feb 1995,https://www.acquisition.gov/far/52.241-5,2530
52.241-6,clause,52,52.2,Service Provisions,Feb 1995,https://www.acquisition.gov/far/52.241-6,3068
52.241-7,clause,52,52.2,Change in Rates or Terms and Conditions of Service for Regulated Services,Feb 1995,https://www.acquisition.gov/far/52.241-7,2187
52.241-8,clause,52,52.2,Change in Rates or Terms and Conditions of Service for Unregulated Services,Feb 1995,https://www.acquisition.gov/far/52.241-8,1305
52.241-9,section,52,52.2,Connection Charge,Feb 1995,https://www.acquisition.gov/far/52.241-9,6346
52.241-10,clause,52,52.2,Termination Liability,Feb 1995,https://www.acquisition.gov/far/52.241-10,1635
52.241-11,clause,52,52.2,Multiple Service Locations,Feb 1995,https://www.acquisition.gov/far/52.241-11,875
52.241-12,clause,52,52.2,"Nonrefundable, Nonrecurring Service Charge",Feb 1995,https://www.acquisition.gov/far/52.241-12,695
52.241-13,clause,52,52.2,Capital Credits,Feb 1995,https://www.acquisition.gov/far/52.241-13,1087
52.242,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.242,0
52.242-1,clause,52,52.2,Notice of Intent to Disallow Costs,,https://www.acquisition.gov/far/52.242-1,1143
52.242-2,clause,52,52.2,Production Progress Reports,Apr 1991,https://www.acquisition.gov/far/52.242-2,495
52.242-3,clause,52,52.2,Penalties for Unallowable Costs,Dec 2022,https://www.acquisition.gov/far/52.242-3,2582
52.242-4,clause,52,52.2,Certification of Final Indirect Costs,Jan 1997,https://www.acquisition.gov/far/52.242-4,1689
52.242-5,clause,52,52.2,Payments to Small Business Subcontractors,Jan 2017,https://www.acquisition.gov/far/52.242-5,1137
52.242-6,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.242-6,0
52.242-7,section,52,52.2,[Reserved],,https://www.acquisition.gov/far/52.242-7,0
